split,zero_output,linear_in_input,constant_output
90,209,227,86
22,10,26,0
20,93,66,0
77,221,270,44
23,6,29,0
18,87,74,0
101,198,260,53
23,13,22,0
15,98,66,0
70,213,285,44
23,12,23,0
19,67,93,0
71,244,258,39
22,11,25,0
21,84,74,0
75,238,263,36
17,19,22,0
22,110,47,0
102,192,241,77
28,8,22,0
20,100,59,0
83,219,241,69
24,10,24,0
24,95,60,0
75,235,254,48
19,11,28,0
4,136,39,0
60,210,165,177
14,13,31,0
19,83,77,0
61,238,279,34
29,9,20,0
26,81,72,0
73,237,271,31
18,11,29,0
27,85,67,0
107,207,262,36
24,5,29,0
19,78,82,0
83,249,257,23
24,10,24,0
31,40,108,0
118,221,265,8
24,9,25,0
18,101,60,0
98,196,260,58
31,4,23,0
6,119,54,0
50,233,213,116
10,18,30,0
13,109,57,0
70,218,265,59
13,9,36,0
24,71,84,0
109,224,255,24
22,13,23,0
14,109,56,0
71,220,249,72
16,8,34,0
17,59,103,0
86,245,265,16
21,11,26,0
27,81,71,0
123,193,277,19
25,12,21,0
20,122,37,0
55,226,216,115
12,15,31,0
17,93,69,0
93,213,243,63
26,7,25,0
23,77,79,0
105,231,264,12
23,9,26,0
24,69,86,0
75,231,276,30
25,8,25,0
12,114,53,0
69,217,250,76
18,17,23,0
21,79,79,0
78,241,274,19
19,17,22,0
15,111,53,0
62,214,243,93
13,16,29,0
16,126,37,0
58,225,228,101
18,8,32,0
30,64,85,0
102,231,256,23
20,11,27,0
23,79,77,0
144,185,275,8
25,11,22,0
17,115,47,0
58,218,242,94
16,17,25,0
28,76,75,0
124,211,269,8
24,10,24,0
20,102,57,0
89,218,276,29
26,5,27,0
22,66,91,0
68,226,285,33
19,16,23,0
13,137,29,0
55,215,194,148
17,12,29,0
24,78,77,0
98,226,260,28
32,5,21,0
24,66,89,0
112,210,281,9
32,8,18,0
18,106,55,0
71,217,273,51
23,11,24,0
19,113,47,0
67,216,260,69
14,16,28,0
16,106,57,0
62,232,215,103
14,16,28,0
24,100,55,0
94,197,268,53
30,5,23,0
28,73,78,0
70,239,265,38
24,11,23,0
17,104,58,0
77,215,224,96
20,6,32,0
18,106,55,0
77,220,263,52
14,16,28,0
14,62,103,0
81,225,285,21
26,13,19,0
11,131,37,0
53,219,205,135
16,14,28,0
14,97,68,0
69,225,268,50
24,12,22,0
14,83,82,0
74,225,275,38
18,16,24,0
25,84,70,0
119,217,256,20
22,8,28,0
16,86,77,0
71,230,280,31
23,9,26,0
27,73,79,0
119,220,263,10
19,12,27,0
29,69,81,0
87,229,281,15
18,15,25,0
22,73,84,0
66,237,266,43
22,12,24,0
11,112,56,0
72,210,265,65
13,15,30,0
10,97,72,0
45,246,265,56
11,19,28,0
17,69,93,0
85,224,277,26
26,15,17,0
23,76,80,0
76,232,275,29
26,9,23,0
21,82,76,0
80,231,258,43
16,13,29,0
20,68,91,0
95,233,268,16
18,14,26,0
15,119,45,0
70,212,255,75
19,14,25,0
13,119,47,0
51,230,237,94
17,13,28,0
19,76,84,0
100,221,276,15
18,18,22,0
26,65,88,0
78,231,271,32
21,13,24,0
15,118,46,0
61,221,224,106
13,13,32,0
24,66,89,0
85,237,285,5
17,17,24,0
28,55,96,0
85,237,278,12
23,9,26,0
24,92,63,0
99,210,258,45
19,10,29,0
21,58,100,0
110,240,255,7
28,7,23,0
19,105,55,0
71,218,247,76
20,13,25,0
17,97,65,0
91,216,265,40
21,10,27,0
21,102,56,0
70,216,270,56
20,8,30,0
24,94,61,0
95,209,273,35
16,13,29,0
24,70,85,0
86,224,263,39
21,11,26,0
24,82,73,0
110,206,267,29
24,7,27,0
13,119,47,0
65,219,223,105
9,17,32,0
19,93,67,0
95,222,256,39
18,11,29,0
24,92,63,0
89,220,243,60
16,11,31,0
23,97,59,0
109,189,252,62
34,3,21,0
21,77,81,0
77,238,265,32
15,18,25,0
13,92,74,0
57,233,261,61
15,10,33,0
21,66,92,0
83,248,273,8
14,16,28,0
25,55,99,0
89,236,259,28
19,14,25,0
22,80,77,0
83,232,255,42
10,22,26,0
12,133,34,0
45,222,189,156
15,13,30,0
12,135,32,0
53,214,197,148
15,11,32,0
27,67,85,0
93,226,274,19
21,8,29,0
13,99,67,0
52,236,262,62
9,16,33,0
24,82,73,0
78,235,281,18
18,15,25,0
10,123,46,0
51,233,195,133
19,11,28,0
6,142,31,0
40,232,171,169
11,16,31,0
12,131,36,0
57,220,190,145
11,15,32,0
25,101,53,0
81,218,250,63
19,11,28,0
14,117,48,0
55,226,228,103
11,17,30,0
18,93,68,0
85,230,252,45
17,18,23,0
18,76,85,0
99,227,266,20
13,20,25,0
20,52,107,0
87,244,275,6
14,22,22,0
27,81,71,0
85,231,271,25
18,14,26,0
25,71,83,0
90,234,264,24
26,10,22,0
14,127,38,0
46,225,194,147
18,12,28,0
20,80,79,0
77,231,280,24
23,11,24,0
30,97,52,0
117,195,274,26
24,9,25,0
22,45,112,0
106,219,285,2
16,18,24,0
21,98,60,0
85,213,267,47
19,17,22,0
30,103,46,0
101,189,276,46
30,4,24,0
19,87,73,0
85,222,262,43
27,12,19,0
17,110,52,0
69,204,246,93
17,8,33,0
23,85,71,0
75,224,254,59
20,10,28,0
28,56,95,0
75,242,274,21
23,14,21,0
21,77,81,0
96,221,255,40
18,15,25,0
23,97,59,0
112,196,234,70
26,7,25,0
16,95,68,0
95,210,276,31
23,12,23,0
15,89,75,0
61,232,253,66
11,17,30,0
20,84,75,0
79,234,241,58
16,11,31,0
24,55,100,0
101,237,260,14
21,10,27,0
20,107,52,0
84,219,250,59
14,10,34,0
16,116,47,0
55,221,209,127
15,15,28,0
23,114,42,0
85,194,273,60
22,6,30,0
21,88,70,0
94,214,271,33
22,11,25,0
19,99,61,0
80,217,263,52
21,6,31,0
16,93,70,0
67,231,272,42
18,11,29,0
28,80,71,0
99,222,258,33
20,14,24,0
14,129,36,0
44,228,195,145
16,12,30,0
23,113,43,0
85,213,240,74
18,11,29,0
17,103,59,0
68,221,259,64
20,8,30,0
18,59,102,0
81,244,282,5
19,16,23,0
16,64,99,0
85,245,259,23
17,15,26,0
20,93,66,0
71,223,264,54
19,9,30,0
15,87,77,0
84,216,281,31
28,10,20,0
28,86,65,0
117,202,262,31
21,9,28,0
13,112,54,0
67,218,259,68
12,21,25,0
12,127,40,0
59,215,203,135
18,11,29,0
20,99,60,0
117,192,237,66
26,8,24,0
17,89,73,0
80,217,267,48
24,9,25,0
19,109,51,0
77,219,247,69
17,5,36,0
20,79,80,0
107,229,259,17
22,12,24,0
20,97,62,0
63,232,251,66
25,7,26,0
24,58,97,0
105,218,269,20
23,13,22,0
15,102,62,0
72,218,261,61
11,22,25,0
12,119,48,0
61,230,203,118
14,15,29,0
23,117,39,0
60,221,211,120
8,19,31,0
23,103,53,0
90,208,239,75
14,12,32,0
20,103,56,0
69,214,276,53
21,8,29,0
19,112,48,0
84,202,240,86
19,6,33,0
23,80,76,0
117,208,253,34
24,14,20,0
19,82,78,0
94,211,281,26
21,14,23,0
17,80,82,0
78,215,294,25
18,14,26,0
11,66,102,0
85,248,274,5
11,25,22,0
21,53,105,0
87,231,264,30
20,17,21,0
15,105,59,0
65,226,240,81
20,9,29,0
12,56,111,0
72,242,274,24
17,15,26,0
23,57,99,0
97,228,281,6
16,18,24,0
8,137,34,0
39,222,200,151
8,17,33,0
35,76,68,0
117,213,275,7
21,15,22,0
21,83,75,0
103,215,235,59
23,10,25,0
23,89,67,0
86,223,245,58
14,16,28,0
23,114,42,0
88,198,237,89
17,6,35,0
27,91,61,0
98,211,254,49
23,11,24,0
10,109,60,0
69,213,237,93
24,11,23,0
12,118,49,0
49,221,220,122
14,9,35,0
16,89,74,0
61,226,245,80
15,13,30,0
24,92,63,0
93,218,264,37
22,8,28,0
27,73,79,0
103,216,275,18
25,8,25,0
19,101,59,0
85,214,231,82
24,7,27,0
14,105,60,0
66,224,239,83
14,16,28,0
21,92,66,0
86,232,259,35
15,10,33,0
15,101,63,0
66,236,263,47
19,8,31,0
19,87,73,0
67,241,246,58
23,11,24,0
17,96,66,0
71,230,256,55
14,14,30,0
23,72,84,0
104,211,267,30
24,8,26,0
17,87,75,0
82,228,280,22
20,19,19,0
8,107,64,0
48,236,240,88
10,14,34,0
22,75,82,0
77,233,272,30
24,10,24,0
31,71,77,0
100,232,257,23
19,11,28,0
16,111,52,0
64,220,265,63
15,15,28,0
16,106,57,0
87,202,260,63
27,4,27,0
20,66,93,0
93,227,255,37
22,12,24,0
13,131,35,0
50,218,219,125
12,12,34,0
24,84,71,0
73,234,278,27
20,16,22,0
20,109,50,0
94,205,246,67
16,12,30,0
12,112,55,0
64,224,255,69
20,12,26,0
25,66,88,0
92,227,262,31
27,8,23,0
16,102,61,0
69,223,259,61
16,14,28,0
22,88,69,0
88,219,282,23
20,12,26,0
18,104,57,0
74,218,263,57
15,10,33,0
22,84,73,0
86,219,269,38
23,7,28,0
25,93,61,0
89,209,273,41
20,11,27,0
22,89,68,0
56,236,275,45
19,18,21,0
20,97,62,0
77,217,270,48
30,7,21,0
11,130,38,0
59,224,175,154
13,15,30,0
13,116,50,0
61,211,272,68
13,17,28,0
16,73,90,0
67,237,290,18
22,13,23,0
17,92,70,0
59,233,257,63
19,9,30,0
19,107,53,0
86,214,264,48
16,11,31,0
14,125,40,0
71,217,207,117
10,16,32,0
13,109,57,0
59,230,243,80
13,14,31,0
31,85,63,0
104,197,279,32
28,10,20,0
24,98,57,0
118,191,239,64
35,2,21,0
19,106,54,0
84,212,241,75
15,11,32,0
25,68,86,0
98,242,256,16
19,17,22,0
16,112,51,0
54,234,214,110
16,13,29,0
19,89,71,0
121,194,258,39
31,5,22,0
24,77,78,0
69,230,276,37
26,12,20,0
16,104,59,0
84,200,278,50
25,12,21,0
17,89,73,0
76,229,271,36
13,15,30,0
14,116,49,0
58,224,262,68
19,13,26,0
17,108,54,0
64,222,238,88
23,11,24,0
20,96,63,0
87,214,227,84
21,10,27,0
20,90,69,0
83,228,253,48
15,12,31,0
27,80,72,0
113,207,270,22
21,13,24,0
19,69,91,0
98,217,264,33
21,10,27,0
21,78,80,0
99,228,262,23
32,7,19,0
17,90,72,0
60,240,257,55
13,15,30,0
17,82,80,0
79,231,269,33
21,11,26,0
23,91,65,0
88,235,261,28
26,8,24,0
22,85,72,0
86,228,248,50
24,10,24,0
22,87,70,0
112,205,251,44
28,4,26,0
24,58,97,0
92,232,276,12
18,12,28,0
20,112,47,0
89,202,269,52
21,8,29,0
15,99,65,0
78,214,240,80
24,7,27,0
18,121,40,0
99,187,236,90
27,6,25,0
21,92,66,0
89,217,266,40
15,16,27,0
29,69,81,0
92,233,273,14
20,10,28,0
15,96,68,0
63,240,247,62
21,10,27,0
19,91,69,0
111,204,257,40
30,2,26,0
24,69,86,0
86,227,283,16
22,11,25,0
17,74,88,0
72,242,271,27
15,11,32,0
19,51,109,0
85,249,273,5
16,15,27,0
33,53,93,0
96,231,273,12
20,13,25,0
17,86,76,0
72,237,234,69
14,13,31,0
19,104,56,0
75,214,273,50
16,13,29,0
19,86,74,0
77,238,261,36
18,12,28,0
26,86,67,0
88,223,249,52
20,10,28,0
21,99,59,0
76,223,271,42
18,11,29,0
15,99,65,0
90,211,277,34
24,8,26,0
24,96,59,0
79,226,270,37
19,7,32,0
27,87,65,0
81,220,278,33
28,4,26,0
21,76,82,0
85,225,278,24
23,7,28,0
28,58,93,0
87,239,271,15
18,15,25,0
14,57,108,0
99,230,271,12
24,12,22,0
29,97,53,0
102,197,269,44
28,6,24,0
14,127,38,0
57,217,178,160
14,15,29,0
24,61,94,0
76,249,262,25
16,19,23,0
16,122,41,0
59,213,225,115
14,13,31,0
16,95,68,0
59,228,272,53
21,13,24,0
21,99,59,0
68,231,258,55
17,9,32,0
18,89,72,0
69,238,274,31
20,13,25,0
19,95,65,0
62,234,245,71
16,12,30,0
21,109,49,0
63,225,231,93
13,15,30,0
14,128,37,0
53,219,198,142
15,13,30,0
20,61,98,0
115,231,263,3
17,19,22,0
23,74,82,0
94,225,267,26
16,12,30,0
31,87,61,0
114,213,249,36
16,16,26,0
15,102,62,0
63,224,265,60
29,5,24,0
22,94,63,0
72,236,263,41
13,14,31,0
